school_id,course_id,school_name,school_about
S_UESTC,C_course-v1:UESTC+2017071301X+sp,university of electronic science and technology of china,the university of electronic science and technology of china is located in chengdu the capital of sichuan province it is directly under the ministry of education of the peoples republic of china and is jointly established by the ministry of education the ministry of industry and information technology sichuan province and chengdu city ranked among the worlds first class universities and first class disciplines 985 project and 211 project selected into the 2011 plan the 111 plan the outstanding engineer education and training plan the national high level university postgraduate program and the chinese government scholarship to accept international students in china colleges and universities national demonstration colleges and universities for deepening innovation and entrepreneurship education reform members of two e mails and one post it is a multidisciplinary research oriented national key university that completely covers the entire electronic disciplines with electronic information science and technology as the core engineering as the main focus science and engineering as the infiltration and the coordinated development of science engineering management liberal arts and medicine it is known as the vanguard of chinas electronics colleges
S_UESTC,C_course-v1:UESTC+E2216230+2018_T2,university of electronic science and technology of china,the university of electronic science and technology of china is located in chengdu the capital of sichuan province it is directly under the ministry of education of the peoples republic of china and is jointly established by the ministry of education the ministry of industry and information technology sichuan province and chengdu city ranked among the worlds first class universities and first class disciplines 985 project and 211 project selected into the 2011 plan the 111 plan the outstanding engineer education and training plan the national high level university postgraduate program and the chinese government scholarship to accept international students in china colleges and universities national demonstration colleges and universities for deepening innovation and entrepreneurship education reform members of two e mails and one post it is a multidisciplinary research oriented national key university that completely covers the entire electronic disciplines with electronic information science and technology as the core engineering as the main focus science and engineering as the infiltration and the coordinated development of science engineering management liberal arts and medicine it is known as the vanguard of chinas electronics colleges
S_BIT,C_course-v1:BIT+PHY17016+sp,beijing institute of technology,beijing institute of technology referred to as bit is directly under the ministry of industry and information technology of the peoples republic of china and is directly managed by the central government at the deputy ministerial level it is a national double first class class a world class university 1 and 211 project  the first batch of key universities under the 985 project a member of the china russia engineering university alliance and the excellent university alliance 2 selected into the 111 plan 2011 plan excellent engineer education and training plan nationally sponsored graduate program for high level universities
S_BIT,C_course-v1:BIT+PHY1701601+sp,beijing institute of technology,beijing institute of technology referred to as bit is directly under the ministry of industry and information technology of the peoples republic of china and is directly managed by the central government at the deputy ministerial level it is a national double first class class a world class university 1 and 211 project  the first batch of key universities under the 985 project a member of the china russia engineering university alliance and the excellent university alliance 2 selected into the 111 plan 2011 plan excellent engineer education and training plan nationally sponsored graduate program for high level universities
S_BIT,C_course-v1:BIT+100070018+2019_T2,beijing institute of technology,beijing institute of technology referred to as bit is directly under the ministry of industry and information technology of the peoples republic of china and is directly managed by the central government at the deputy ministerial level it is a national double first class class a world class university 1 and 211 project  the first batch of key universities under the 985 project a member of the china russia engineering university alliance and the excellent university alliance 2 selected into the 111 plan 2011 plan excellent engineer education and training plan nationally sponsored graduate program for high level universities
S_BIT,C_course-v1:BIT+PHY1701701+sp,beijing institute of technology,beijing institute of technology referred to as bit is directly under the ministry of industry and information technology of the peoples republic of china and is directly managed by the central government at the deputy ministerial level it is a national double first class class a world class university 1 and 211 project  the first batch of key universities under the 985 project a member of the china russia engineering university alliance and the excellent university alliance 2 selected into the 111 plan 2011 plan excellent engineer education and training plan nationally sponsored graduate program for high level universities
S_BIT,C_course-v1:BIT+BIT2016001+sp,beijing institute of technology,beijing institute of technology referred to as bit is directly under the ministry of industry and information technology of the peoples republic of china and is directly managed by the central government at the deputy ministerial level it is a national double first class class a world class university 1 and 211 project  the first batch of key universities under the 985 project a member of the china russia engineering university alliance and the excellent university alliance 2 selected into the 111 plan 2011 plan excellent engineer education and training plan nationally sponsored graduate program for high level universities
S_BIT,C_course-v1:BIT+100070018+2019_T1,beijing institute of technology,beijing institute of technology referred to as bit is directly under the ministry of industry and information technology of the peoples republic of china and is directly managed by the central government at the deputy ministerial level it is a national double first class class a world class university 1 and 211 project  the first batch of key universities under the 985 project a member of the china russia engineering university alliance and the excellent university alliance 2 selected into the 111 plan 2011 plan excellent engineer education and training plan nationally sponsored graduate program for high level universities
S_BIT,C_course-v1:BIT+PHY1701702+sp,beijing institute of technology,beijing institute of technology referred to as bit is directly under the ministry of industry and information technology of the peoples republic of china and is directly managed by the central government at the deputy ministerial level it is a national double first class class a world class university 1 and 211 project  the first batch of key universities under the 985 project a member of the china russia engineering university alliance and the excellent university alliance 2 selected into the 111 plan 2011 plan excellent engineer education and training plan nationally sponsored graduate program for high level universities
S_JNU,C_course-v1:JNU+2018012501X+sp,jinan university,jinan university referred to as jnu is located in guangzhou city guangdong province it is chinas first state founded highest institution for overseas chinese it is a university affiliated to the central government a national key university and directly under the overseas chinese affairs office of the state council leader it is known as chinas no 1 overseas chinese school the school is a key university in the national 211 project and 985 project advantageous discipline innovation platform a national double first class world class discipline construction university a key co construction university signed by the ministry of education the overseas chinese affairs office and guangdong province the first batch of demonstration colleges and universities to deepen innovation and entrepreneurship education reform selected into the national 111 plan 2011 plan excellent doctor education and training plan excellent legal talent education and training plan ministry of education humanities and social sciences key research base nationally sponsored postgraduate program for building high level universities and overseas high level talent introduction plan one of the first universities in the country to trial the credit system the first university to open a medical school in a comprehensive university and the first university to establish a research institution on overseas chinese issues the university was the first to establish a business major it has a graduate school and is qualified to recommend graduate students without examinations
S_JNU,C_course-v1:JNU+077901mc08+2018_T3,jinan university,jinan university referred to as jnu is located in guangzhou city guangdong province it is chinas first state founded highest institution for overseas chinese it is a university affiliated to the central government a national key university and directly under the overseas chinese affairs office of the state council leader it is known as chinas no 1 overseas chinese school the school is a key university in the national 211 project and 985 project advantageous discipline innovation platform a national double first class world class discipline construction university a key co construction university signed by the ministry of education the overseas chinese affairs office and guangdong province the first batch of demonstration colleges and universities to deepen innovation and entrepreneurship education reform selected into the national 111 plan 2011 plan excellent doctor education and training plan excellent legal talent education and training plan ministry of education humanities and social sciences key research base nationally sponsored postgraduate program for building high level universities and overseas high level talent introduction plan one of the first universities in the country to trial the credit system the first university to open a medical school in a comprehensive university and the first university to establish a research institution on overseas chinese issues the university was the first to establish a business major it has a graduate school and is qualified to recommend graduate students without examinations
S_JNU,C_course-v1:JNU+07009215+2019_T1,jinan university,jinan university referred to as jnu is located in guangzhou city guangdong province it is chinas first state founded highest institution for overseas chinese it is a university affiliated to the central government a national key university and directly under the overseas chinese affairs office of the state council leader it is known as chinas no 1 overseas chinese school the school is a key university in the national 211 project and 985 project advantageous discipline innovation platform a national double first class world class discipline construction university a key co construction university signed by the ministry of education the overseas chinese affairs office and guangdong province the first batch of demonstration colleges and universities to deepen innovation and entrepreneurship education reform selected into the national 111 plan 2011 plan excellent doctor education and training plan excellent legal talent education and training plan ministry of education humanities and social sciences key research base nationally sponsored postgraduate program for building high level universities and overseas high level talent introduction plan one of the first universities in the country to trial the credit system the first university to open a medical school in a comprehensive university and the first university to establish a research institution on overseas chinese issues the university was the first to establish a business major it has a graduate school and is qualified to recommend graduate students without examinations
S_JNU,C_course-v1:JNU+03010100+sp,jinan university,jinan university referred to as jnu is located in guangzhou city guangdong province it is chinas first state founded highest institution for overseas chinese it is a university affiliated to the central government a national key university and directly under the overseas chinese affairs office of the state council leader it is known as chinas no 1 overseas chinese school the school is a key university in the national 211 project and 985 project advantageous discipline innovation platform a national double first class world class discipline construction university a key co construction university signed by the ministry of education the overseas chinese affairs office and guangdong province the first batch of demonstration colleges and universities to deepen innovation and entrepreneurship education reform selected into the national 111 plan 2011 plan excellent doctor education and training plan excellent legal talent education and training plan ministry of education humanities and social sciences key research base nationally sponsored postgraduate program for building high level universities and overseas high level talent introduction plan one of the first universities in the country to trial the credit system the first university to open a medical school in a comprehensive university and the first university to establish a research institution on overseas chinese issues the university was the first to establish a business major it has a graduate school and is qualified to recommend graduate students without examinations
S_JNU,C_course-v1:JNU+07009188+2018_T2,jinan university,jinan university referred to as jnu is located in guangzhou city guangdong province it is chinas first state founded highest institution for overseas chinese it is a university affiliated to the central government a national key university and directly under the overseas chinese affairs office of the state council leader it is known as chinas no 1 overseas chinese school the school is a key university in the national 211 project and 985 project advantageous discipline innovation platform a national double first class world class discipline construction university a key co construction university signed by the ministry of education the overseas chinese affairs office and guangdong province the first batch of demonstration colleges and universities to deepen innovation and entrepreneurship education reform selected into the national 111 plan 2011 plan excellent doctor education and training plan excellent legal talent education and training plan ministry of education humanities and social sciences key research base nationally sponsored postgraduate program for building high level universities and overseas high level talent introduction plan one of the first universities in the country to trial the credit system the first university to open a medical school in a comprehensive university and the first university to establish a research institution on overseas chinese issues the university was the first to establish a business major it has a graduate school and is qualified to recommend graduate students without examinations
S_JNU,C_course-v1:JNU+03010015+2019_T1,jinan university,jinan university referred to as jnu is located in guangzhou city guangdong province it is chinas first state founded highest institution for overseas chinese it is a university affiliated to the central government a national key university and directly under the overseas chinese affairs office of the state council leader it is known as chinas no 1 overseas chinese school the school is a key university in the national 211 project and 985 project advantageous discipline innovation platform a national double first class world class discipline construction university a key co construction university signed by the ministry of education the overseas chinese affairs office and guangdong province the first batch of demonstration colleges and universities to deepen innovation and entrepreneurship education reform selected into the national 111 plan 2011 plan excellent doctor education and training plan excellent legal talent education and training plan ministry of education humanities and social sciences key research base nationally sponsored postgraduate program for building high level universities and overseas high level talent introduction plan one of the first universities in the country to trial the credit system the first university to open a medical school in a comprehensive university and the first university to establish a research institution on overseas chinese issues the university was the first to establish a business major it has a graduate school and is qualified to recommend graduate students without examinations
S_JNU,C_course-v1:JNU+20180722001+2019_T1,jinan university,jinan university referred to as jnu is located in guangzhou city guangdong province it is chinas first state founded highest institution for overseas chinese it is a university affiliated to the central government a national key university and directly under the overseas chinese affairs office of the state council leader it is known as chinas no 1 overseas chinese school the school is a key university in the national 211 project and 985 project advantageous discipline innovation platform a national double first class world class discipline construction university a key co construction university signed by the ministry of education the overseas chinese affairs office and guangdong province the first batch of demonstration colleges and universities to deepen innovation and entrepreneurship education reform selected into the national 111 plan 2011 plan excellent doctor education and training plan excellent legal talent education and training plan ministry of education humanities and social sciences key research base nationally sponsored postgraduate program for building high level universities and overseas high level talent introduction plan one of the first universities in the country to trial the credit system the first university to open a medical school in a comprehensive university and the first university to establish a research institution on overseas chinese issues the university was the first to establish a business major it has a graduate school and is qualified to recommend graduate students without examinations
S_JNU,C_course-v1:JNU+07009215+sp,jinan university,jinan university referred to as jnu is located in guangzhou city guangdong province it is chinas first state founded highest institution for overseas chinese it is a university affiliated to the central government a national key university and directly under the overseas chinese affairs office of the state council leader it is known as chinas no 1 overseas chinese school the school is a key university in the national 211 project and 985 project advantageous discipline innovation platform a national double first class world class discipline construction university a key co construction university signed by the ministry of education the overseas chinese affairs office and guangdong province the first batch of demonstration colleges and universities to deepen innovation and entrepreneurship education reform selected into the national 111 plan 2011 plan excellent doctor education and training plan excellent legal talent education and training plan ministry of education humanities and social sciences key research base nationally sponsored postgraduate program for building high level universities and overseas high level talent introduction plan one of the first universities in the country to trial the credit system the first university to open a medical school in a comprehensive university and the first university to establish a research institution on overseas chinese issues the university was the first to establish a business major it has a graduate school and is qualified to recommend graduate students without examinations
S_JNU,C_course-v1:JNU+11022048+2019_T1,jinan university,jinan university referred to as jnu is located in guangzhou city guangdong province it is chinas first state founded highest institution for overseas chinese it is a university affiliated to the central government a national key university and directly under the overseas chinese affairs office of the state council leader it is known as chinas no 1 overseas chinese school the school is a key university in the national 211 project and 985 project advantageous discipline innovation platform a national double first class world class discipline construction university a key co construction university signed by the ministry of education the overseas chinese affairs office and guangdong province the first batch of demonstration colleges and universities to deepen innovation and entrepreneurship education reform selected into the national 111 plan 2011 plan excellent doctor education and training plan excellent legal talent education and training plan ministry of education humanities and social sciences key research base nationally sponsored postgraduate program for building high level universities and overseas high level talent introduction plan one of the first universities in the country to trial the credit system the first university to open a medical school in a comprehensive university and the first university to establish a research institution on overseas chinese issues the university was the first to establish a business major it has a graduate school and is qualified to recommend graduate students without examinations
S_JNU,C_course-v1:JNU+07040146+2018_T1,jinan university,jinan university referred to as jnu is located in guangzhou city guangdong province it is chinas first state founded highest institution for overseas chinese it is a university affiliated to the central government a national key university and directly under the overseas chinese affairs office of the state council leader it is known as chinas no 1 overseas chinese school the school is a key university in the national 211 project and 985 project advantageous discipline innovation platform a national double first class world class discipline construction university a key co construction university signed by the ministry of education the overseas chinese affairs office and guangdong province the first batch of demonstration colleges and universities to deepen innovation and entrepreneurship education reform selected into the national 111 plan 2011 plan excellent doctor education and training plan excellent legal talent education and training plan ministry of education humanities and social sciences key research base nationally sponsored postgraduate program for building high level universities and overseas high level talent introduction plan one of the first universities in the country to trial the credit system the first university to open a medical school in a comprehensive university and the first university to establish a research institution on overseas chinese issues the university was the first to establish a business major it has a graduate school and is qualified to recommend graduate students without examinations
S_TCIS,C_course-v1:TCIS+2019032101X+2019_T2,central institute of socialism,the central school of socialism is a higher political college with a united front nature led by the communist party of china it is a joint party school for democratic parties and non partisans it is the main front for the education and training of united front talents it is an important department for carrying out the partys united front work it is it is an important part of the education and training system for party and state cadres
